"NID","CaseID","CaseDT","EventName","DisasterMainType","DisasterSubType","Coordinate","WGS84_lon","WGS84_lat","CityName","TownName","Address","CaseDescription","DeathNo","MissingNo","InjuredNo","TrappedNo","ShelterNo","CaseStatus","GeometryType","SourceType","CaseInformer","Is_Traffic","Is_Serious","nTWD97_X","nTWD97_Y","WriteDateTime"
186959,"122017060000414","2017-06-21T10:13:29","106年6月EMIC操作演練中央專案","橋梁災情","橋梁斷裂","121.311538,25.015122",121.311538,25.015122,"桃園市","桃園區  ","桃園縣桃園市大業路一段","路樹倒塌 ==================== 橋梁斷裂 ==================== 橋梁斷裂 ",0,0,0,0,0,"處理中","點","企業通報-TCAT","TCAT","是","否",281442.89,2767488.65,"2017-06-21T11:28:00"
186539,"122017060000313","2017-06-21T10:13:29","106年6月EMIC操作演練中央專案","橋梁災情","橋梁斷裂","121.311538,25.015122",121.311538,25.015122,"桃園市","桃園區  ","桃園縣桃園市大業路一段","橋梁斷裂",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",281442.89,2767488.65,"2017-06-21T10:57:00"
185973,"042017060002062","2017-06-21T10:13:28","106年6月EMIC操作演練中央專案","路樹災情","路樹傾斜","118.428862,24.450075",118.428862,24.450075,"金門縣","金湖鎮  ","金門縣金湖鎮山外里下莊1號","樹倒壓到車子,無人受傷",0,0,0,0,0,"待處理","點","災情查報WEB","","否","否",-10731.8,2707291.59,"2017-06-21T10:27:00"
185974,"042017060002096","2017-06-21T10:13:23","106年6月EMIC操作演練中央專案","橋梁災情","河川水位達警戒水位及封閉橋梁","120.398704705626,23.1506536390852",120.398705,23.150654,"臺南市","大內區  ","臺南市大內區灣潭橋","00市00區00橋水位因達壹及警戒水位，目前以進行封橋作業，暫時禁止人車通行。",0,0,0,0,0,"未指派","點","災情查報WEB","","是","否",188427.68,2561092.63,"2017-06-21T10:27:00"
186540,"042017060002181","2017-06-21T10:13:16","106年6月EMIC操作演練中央專案","道路、隧道災情","土石流阻斷","120.39029985666275,22.715778462196972",120.3903,22.715778,"高雄市","仁武區  ","高雄市仁武區仁福里義大二路836-1號旁","高雄市仁武區仁福里義大二路爆發土石流，土石流淹沒道路導致交通停擺，現場有2輛貨車、2輛機車被侵襲，造成1名路過民眾遭砸傷。",0,0,1,3,0,"未指派","點","災情查報WEB","","是","是",187367.32,2512939.7,"2017-06-21T10:57:00"
185975,"042017060002121","2017-06-21T10:13:15","106年6月EMIC操作演練中央專案","道路、隧道災情","路基流失","120.348406,22.701375",120.348406,22.701375,"高雄市","仁武區  ","高雄市仁武區仁武里中正路100號","民眾通報高雄市仁武區中正路因地下箱涵破裂引起路基下陷,造成2戶民宅毀損及電線桿倒塌,導致附近地區暫時斷電",0,0,1,0,0,"未指派","點","災情查報WEB","","是","否",183056.56,2511363.03,"2017-06-21T10:27:00"
185976,"042017060002067","2017-06-21T10:13:12","106年6月EMIC操作演練中央專案","其他災情","人員落水","121.015631710148,24.5690487016177",121.015632,24.569049,"苗栗縣","南庄鄉  ","苗栗縣南庄鄉大東河","大雨導致於苗栗縣南庄鄉大東河河水暴漲，5名釣客遭大水沖走，目前仍未有消息。",0,5,0,0,0,"未指派","點","災情查報WEB","","否","否",251583.32,2718046.08,"2017-06-21T10:27:00"
186541,"042017060002156","2017-06-21T10:13:09","106年6月EMIC操作演練中央專案","路樹災情","路樹傾斜","121.772525219088,25.1273705092704",121.772525,25.127371,"基隆市","信義區  ","基隆市信義區","強風吹倒路樹影響行安",0,0,0,0,0,"未指派","點","災情查報WEB","","否","否",327899.63,2780108.48,"2017-06-21T10:57:00"
185977,"122017060000265","2017-06-21T10:13:04","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.231833,23.036787",120.231833,23.036787,"臺南市","永康區  ","臺南市永康區臺1中正南路","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",171273.15,2548563.19,"2017-06-21T10:27:00"
185978,"042017060002134","2017-06-21T10:13:03","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","118.316228,24.396789",118.316228,24.396789,"金門縣","金城鎮  ","金門縣金城鎮古城里小古崗268號","民眾通報古城里小古崗268號前方路口一顆約三公尺高大樹遭強風吹倒，砸中路過轎車，人員受困2人",0,0,2,0,0,"未指派","點","災情查報WEB","","否","是",-22273.58,2701602.74,"2017-06-21T10:27:00"
185979,"042017060002088","2017-06-21T10:12:58","106年6月EMIC操作演練中央專案","鐵路、高鐵及捷運災情","其他","121.752919488013,24.646538589266",121.752919,24.646539,"宜蘭縣","冬山鄉  ","宜蘭縣冬山鄉冬山站","台鐵冬山站因大雨造成淹水淹過鐵軌，導致冬山地區列車全面停駛(宜蘭縣政府填報)",0,0,0,0,0,"待處理","點","災情查報WEB","","是","否",326217.11,2726837.32,"2017-06-21T10:27:00"
185980,"042017060002063","2017-06-21T10:12:57","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","121.213989,24.956263",121.213989,24.956263,"桃園市","中壢區  ","桃園市中壢區新明路188號","路樹倒塌(新明里里幹事回報)",0,0,1,0,0,"未指派","點","災情查報WEB","","否","否",271607.72,2760950.21,"2017-06-21T10:27:00"
185981,"042017060002102","2017-06-21T10:12:45","106年6月EMIC操作演練中央專案","橋梁災情","河川水位達警戒水位及封閉橋梁","120.849496,24.3192",120.849496,24.3192,"苗栗縣","卓蘭鎮  ","苗栗縣卓蘭鎮老庄里","卓蘭鎮老庄里文峰橋水位因達一級警戒水位，目前已進行封橋作業，暫時禁止人車通行。",0,0,0,0,0,"未指派","點","災情查報WEB","","是","否",234725.48,2690382.61,"2017-06-21T10:27:00"
186542,"122017060000368","2017-06-21T10:12:41","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","120.187903,22.901737",120.187903,22.901737,"高雄市","茄萣區  ","高雄市茄萣區和平路三段","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",166687.99,2533632.02,"2017-06-21T10:57:00"
185983,"042017060002113","2017-06-21T10:12:39","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌欲墜","121.792925959191,24.6804862815355",121.792926,24.680486,"宜蘭縣","五結鄉  ","宜蘭縣五結鄉五節路二段502號","民眾通報宜蘭縣五結鄉五結路二段502號的商家廣告招牌，因無法承受強方吹襲，招牌遭吹歪且傾斜變形，異旁的電線也遭壓斷(宜蘭縣政府消防局)",0,0,0,0,0,"待處理","點","災情查報WEB","","否","否",330245.37,2730620.26,"2017-06-21T10:27:00"
185982,"042017060002109","2017-06-21T10:12:39","106年6月EMIC操作演練中央專案","積淹水災情","房屋積淹水","120.356997,22.629167",120.356997,22.629167,"高雄市","鳳山區  ","高雄市鳳山區曹公里曹公路59號","曹公路淹水造成5人受困屋內及1人被漂流物割傷",0,0,1,5,0,"未指派","點","災情查報WEB","","是","是",183904.63,2503363.36,"2017-06-21T10:27:00"
186543,"122017060000371","2017-06-21T10:12:35","106年6月EMIC操作演練中央專案","道路、隧道災情","道路落石","120.330078,22.639273",120.330078,22.639273,"高雄市","三民區  ","高雄市三民區大順線停車點18","道路落石",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",181142.52,2504494.63,"2017-06-21T10:57:00"
185984,"042017060002075","2017-06-21T10:12:34","106年6月EMIC操作演練中央專案","鐵路、高鐵及捷運災情","路線中斷","120.223974,22.98036",120.223974,22.98036,"臺南市","東區   ","臺南市東區崇學路100號","台鐵台南站部分路段因大雨造成水淹過軌道，導致東區列車全面停駛。",0,0,0,0,0,"未指派","點","災情查報WEB","","是","是",170434.6,2542318.71,"2017-06-21T10:27:00"
186544,"122017060000308","2017-06-21T10:12:33","106年6月EMIC操作演練中央專案","橋梁災情","橋梁斷裂","121.308883,25.016278",121.308883,25.016278,"桃園市","桃園區  ","桃園縣桃園市臺4春日路","橋梁斷裂 ==================== 橋梁斷裂 ",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",281174.64,2767616.08,"2017-06-21T10:57:00"
185985,"122017060000245","2017-06-21T10:12:33","106年6月EMIC操作演練中央專案","橋梁災情","橋梁斷裂","121.308883,25.016278",121.308883,25.016278,"桃園市","桃園區  ","桃園縣桃園市臺4春日路","橋梁斷裂",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",281174.64,2767616.08,"2017-06-21T10:27:00"
186545,"122017060000366","2017-06-21T10:12:30","106年6月EMIC操作演練中央專案","道路、隧道災情","道路落石","120.330102,22.639257",120.330102,22.639257,"高雄市","三民區  ","高雄市三民區大順線停車點18","道路落石",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",181144.98,2504492.85,"2017-06-21T10:57:00"
186546,"122017060000364","2017-06-21T10:12:30","106年6月EMIC操作演練中央專案","道路、隧道災情","道路落石","120.330102,22.639257",120.330102,22.639257,"高雄市","三民區  ","高雄市三民區大順線停車點18","道路落石",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",181144.98,2504492.85,"2017-06-21T10:57:00"
186547,"122017060000354","2017-06-21T10:12:30","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.636147,24.130927",120.636147,24.130927,"臺中市","南屯區  ","臺中市南屯區永順路","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",213018.4,2669571.05,"2017-06-21T10:57:00"
187160,"122017060000702","2017-06-21T10:12:30","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.636147,24.130927",120.636147,24.130927,"臺中市","南屯區  ","臺中市南屯區永順路","路樹倒塌 ==================== 路樹倒塌 ",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",213018.4,2669571.05,"2017-06-21T11:57:00"
186960,"122017060000421","2017-06-21T10:12:29","106年6月EMIC操作演練中央專案","道路、隧道災情","路基流失","121.308853,25.016262",121.308853,25.016262,"桃園市","桃園區  ","桃園縣桃園市臺4春日路","橋梁斷裂 ==================== 橋梁斷裂  ==================== 路基流失 ",0,0,0,0,0,"處理中","點","企業通報-TCAT","TCAT","是","否",281171.61,2767614.3,"2017-06-21T11:28:00"
185986,"122017060000242","2017-06-21T10:12:29","106年6月EMIC操作演練中央專案","道路、隧道災情","路基流失","121.308853,25.016262",121.308853,25.016262,"桃園市","桃園區  ","桃園縣桃園市臺4春日路","路基流失",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",281171.61,2767614.3,"2017-06-21T10:27:00"
186548,"122017060000350","2017-06-21T10:12:28","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.636147,24.130927",120.636147,24.130927,"臺中市","南屯區  ","臺中市南屯區永順路","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",213018.4,2669571.05,"2017-06-21T10:57:00"
185987,"042017060002106","2017-06-21T10:12:18","106年6月EMIC操作演練中央專案","路樹災情","路樹傾斜","120.566245,24.233349",120.566245,24.233349,"臺中市","沙鹿區  ","臺中市沙鹿區鎮政路8號","路樹傾倒3顆以聯絡工班前往處理 ",0,0,0,0,0,"待處理","點","災情查報WEB","","否","是",205948.73,2680934.7,"2017-06-21T10:27:00"
186549,"042017060002198","2017-06-21T10:12:18","106年6月EMIC操作演練中央專案","積淹水災情","地區積淹水","120.43115665917867,23.70609199685936",120.431157,23.706092,"雲林縣","虎尾鎮  ","雲林縣虎尾鎮中正路[雲林縣虎尾鎮西安里5鄰中正路234號]","雲林縣虎尾鎮西安里中正路因豪雨導致排水溝宣洩不及，附近12戶民宅水淹及膝。",0,0,0,0,0,"未指派","點","災情查報WEB","","否","否",191993.64,2622590.05,"2017-06-21T10:57:00"
186550,"122017060000357","2017-06-21T10:12:07","106年6月EMIC操作演練中央專案","積淹水災情","道路積淹水","120.581458,23.834497",120.581458,23.834497,"彰化縣","田中鎮  ","彰化縣田中鎮沙崙里","道路積淹水",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",207362.33,2636757.27,"2017-06-21T10:57:00"
185988,"042017060002038","2017-06-21T10:12:00","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌欲墜","121.743455736494,25.1207422236301",121.743456,25.120742,"基隆市","仁愛區  ","基隆市仁愛區","損害民宅",0,0,0,0,0,"未指派","點","災情查報WEB","","否","否",324972.26,2779357.8,"2017-06-21T10:27:00"
185989,"042017060002069","2017-06-21T10:11:58","106年6月EMIC操作演練中央專案","其他災情","人員落水","120.55014610290527,24.309900532396306",120.550146,24.309901,"臺中市","清水區  ","臺中市清水區梧棲漁港[臺中市清水區高西里]","大雨導致於臺中市清水區梧棲漁港[臺中市清水區高西里]海水暴漲，5名釣客遭海浪捲走，目前仍未有消息。",0,5,0,0,0,"待處理","點","災情查報WEB","","否","否",204341.11,2689418.21,"2017-06-21T10:27:00"
186551,"122017060000318","2017-06-21T10:11:58","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.238602,23.038482",120.238602,23.038482,"臺南市","永康區  ","臺南市永康區鹽行里","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",171967.89,2548747.28,"2017-06-21T10:57:00"
185990,"042017060002110","2017-06-21T10:11:51","106年6月EMIC操作演練中央專案","積淹水災情","地區積淹水","121.851656,24.59107",121.851656,24.59107,"宜蘭縣","蘇澳鎮  ","宜蘭縣蘇澳鎮永春路白米社區","蘇澳鎮永春路白米社區因豪雨導致排水溝宣洩不及，附近12戶民宅水淹及膝(宜蘭縣政府填報)。",0,0,0,0,0,"待處理","點","災情查報WEB","","否","否",336250.59,2720751.74,"2017-06-21T10:27:00"
185991,"042017060002123","2017-06-21T10:11:44","106年6月EMIC操作演練中央專案","道路、隧道災情","邊坡坍方","120.50267,23.76088",120.50267,23.76088,"雲林縣","莿桐鄉  ","雲林縣莿桐鄉和平路53號","接獲民眾通報,和平路53號水溝旁路基流失掏空",0,0,0,0,0,"未指派","點","災情查報WEB","","是","是",199307.36,2628630.33,"2017-06-21T10:27:00"
185992,"042017060002057","2017-06-21T10:11:44","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.665608,24.15421",120.665608,24.15421,"臺中市","北區   ","臺中市北區臺灣大道二段350號","接獲民眾通報，臺灣大道二段350號前路口一棵約3公尺路樹遭強風吹倒，砸中一輛停放於路旁的小貨車，所幸現場無人傷亡。(臺中市政府填報)",0,0,0,0,0,"待處理","點","災情查報WEB","","否","否",216018.96,2672142.19,"2017-06-21T10:27:00"
185993,"042017060002131","2017-06-21T10:11:43","106年6月EMIC操作演練中央專案","車輛及交通事故","海難","120.36023,22.867295",120.36023,22.867295,"高雄市","田寮區  ","高雄市田寮區南安里崗安路68號","高雄市田寮區外海附近約100公尺處，一艘漁船翻覆，船上1名船員落水，亟待搶救。",0,0,1,0,0,"未指派","點","災情查報WEB","","否","否",184350.82,2529730.87,"2017-06-21T10:27:00"
185994,"042017060002107","2017-06-21T10:11:37","106年6月EMIC操作演練中央專案","路樹災情","路樹傾斜","120.295007,22.646211",120.295007,22.646211,"高雄市","三民區  ","高雄市三民區安邦里十全二路314號","十全二路314號前有路樹傾斜，招牌掉落，致1人受傷。",0,0,1,0,0,"未指派","點","災情查報WEB","","否","是",177541.29,2505279.55,"2017-06-21T10:27:00"
185995,"122017060000243","2017-06-21T10:11:37","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","121.313078,25.013512",121.313078,25.013512,"桃園市","桃園區  ","桃園縣桃園市坤成街","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",281598.74,2767310.68,"2017-06-21T10:27:00"
186552,"122017060000292","2017-06-21T10:11:36","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","120.482910,22.689567",120.48291,22.689567,"屏東縣","九如鄉  ","屏東縣九如鄉玉水村","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",196870.97,2510001.12,"2017-06-21T10:57:00"
185996,"042017060002037","2017-06-21T10:11:36","106年6月EMIC操作演練中央專案","道路、隧道災情","道路落石","120.865121,24.639722",120.865121,24.639722,"苗栗縣","造橋鄉  ","苗栗縣造橋鄉平仁路","颱風大雨造成苗栗縣造橋鄉平仁路旁落石滑落，砸中一輛行經的小客車，車上3人皆受輕傷。",0,0,3,0,0,"未指派","點","災情查報WEB","","是","否",236345.87,2725880.18,"2017-06-21T10:27:00"
185997,"042017060002042","2017-06-21T10:11:33","106年6月EMIC操作演練中央專案","鐵路、高鐵及捷運災情","其他","120.310925827638,23.7150671859648",120.310926,23.715067,"雲林縣","褒忠鄉  ","雲林縣褒忠鄉褒忠站","台鐵褒忠站部分路段因大雨造成水淹過軌道，導致雲林地區列車全面停駛。",0,0,0,0,0,"未指派","點","災情查報WEB","","是","否",179737.84,2623638.15,"2017-06-21T10:27:00"
185998,"042017060002029","2017-06-21T10:11:27","106年6月EMIC操作演練中央專案","鐵路、高鐵及捷運災情","其他","120.262412310719,23.6989418550614",120.262412,23.698942,"雲林縣","東勢鄉  ","雲林縣東勢鄉東勢站","台鐵東勢站部分路段因大雨造成水淹過軌道，導致東勢地區列車全面停駛。",0,0,0,0,0,"未指派","點","災情查報WEB","","是","否",174781.69,2621877.05,"2017-06-21T10:27:00"
185999,"042017060002084","2017-06-21T10:11:18","106年6月EMIC操作演練中央專案","積淹水災情","地區積淹水","120.300905120644,23.2996076856688",120.300905,23.299608,"臺南市","新營區  ","臺南市新營區","臺南市新營區民治路快樂社區因豪雨導致排水溝宣洩不及，附近12戶民宅水淹及膝。",0,0,0,0,0,"待處理","點","災情查報WEB","","否","否",178492.11,2577632.75,"2017-06-21T10:27:00"
186000,"042017060002064","2017-06-21T10:11:12","106年6月EMIC操作演練中央專案","橋梁災情","河川水位達警戒水位及封閉橋梁","121.175755,24.788959",121.175755,24.788959,"新竹縣","關西鎮  ","新竹縣關西鎮南山里南山大橋","新竹縣關西鎮南山大橋位因達一級警戒水位,目前已進行封橋作業,暫時禁止人車通行.",0,0,0,0,0,"未指派","點","災情查報WEB","","是","否",267770.91,2742414.04,"2017-06-21T10:27:00"
186001,"042017060002127","2017-06-21T10:11:10","106年6月EMIC操作演練中央專案","其他災情","其他","120.30237436294556,23.575657842440233",120.302374,23.575658,"雲林縣","北港鎮  ","雲林縣北港鎮公所[雲林縣北港鎮新街里]","4樓建物全部倒塌",0,0,100,0,0,"未指派","點","災情查報WEB","","是","否",178790.45,2608203.13,"2017-06-21T10:27:00"
186553,"122017060000320","2017-06-21T10:11:10","106年6月EMIC操作演練中央專案","橋梁災情","橋梁斷裂","120.179420,23.233077",120.17942,23.233077,"臺南市","學甲區  ","臺南市學甲區濟生路","橋梁斷裂",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",166023.6,2570330.03,"2017-06-21T10:57:00"
186961,"122017060000440","2017-06-21T10:11:10","106年6月EMIC操作演練中央專案","橋梁災情","橋梁斷裂","120.179420,23.233077",120.17942,23.233077,"臺南市","學甲區  ","臺南市學甲區濟生路","橋梁斷裂",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",166023.6,2570330.03,"2017-06-21T11:28:00"
186002,"042017060002036","2017-06-21T10:11:09","106年6月EMIC操作演練中央專案","積淹水災情","地區積淹水","121.081876,24.773332",121.081876,24.773332,"新竹縣","芎林鄉  ","新竹縣芎林鄉文林村文昌街51號","新竹縣芎林鄉文昌街51社區因豪雨導致排水溝宣洩不及,附近12戶民宅水淹及膝",0,0,0,0,0,"未指派","點","災情查報WEB","","否","否",258279.66,2740674.27,"2017-06-21T10:27:00"
186003,"042017060002071","2017-06-21T10:11:02","106年6月EMIC操作演練中央專案","橋梁災情","河川水位達警戒水位及封閉橋梁","120.626279408128,24.1838579444945",120.626279,24.183858,"臺中市","西屯區  ","臺中市西屯區虹陽橋","臺中市西屯區弘揚橋水位因達一級警戒水位，目前已進行封橋作業，暫時禁止人車通行",0,0,0,0,0,"待處理","點","災情查報WEB","","是","否",212031.1,2675435.85,"2017-06-21T10:27:00"
186554,"112017060001856","2017-06-21T10:11:00","106年6月EMIC操作演練中央專案","鐵路、高鐵及捷運災情","其他","121.80610,25.10871",121.8061,25.10871,"新北市","瑞芳區  ","瑞芳區龍安里瑞芳站","台鐵瑞芳站部分路段因大雨造成水淹過軌道,導致瑞芳地區列車全面停駛",0,0,0,0,0,"處理中","點","自建系統","","是","否",331297.72,2778061.25,"2017-06-21T10:57:00"
186004,"042017060002097","2017-06-21T10:10:59","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","121.15325689315796,24.717256054112507",121.153257,24.717256,"新竹縣","橫山鄉  ","新竹縣橫山鄉中豐路二段與中山街一段 [新竹縣橫山鄉力行村5鄰中山街1號]","接獲民眾通報   新竹縣橫山鄉中豐路二段與中山街一段街口一棵約3公尺路樹遭強風吹倒  砸中一輛停放於於路旁的小貨車  所幸現場無人傷亡 ",0,0,0,0,0,"未指派","點","災情查報WEB","","否","否",265504.98,2734469.59,"2017-06-21T10:27:00"
186555,"122017060000274","2017-06-21T10:10:57","106年6月EMIC操作演練中央專案","橋梁災情","橋梁斷裂","120.179412,23.233078",120.179412,23.233078,"臺南市","學甲區  ","臺南市學甲區濟生路","橋梁斷裂",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",166022.78,2570330.15,"2017-06-21T10:57:00"
186556,"122017060000293","2017-06-21T10:10:56","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","120.222213,22.986847",120.222213,22.986847,"臺南市","東區   ","臺南市東區衛國街","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",170257.84,2543038.03,"2017-06-21T10:57:00"
186005,"042017060002072","2017-06-21T10:10:52","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","121.055983,22.728769",121.055983,22.728769,"臺東縣","臺東市  ","臺東縣臺東市青海路三段200號","接獲民眾通報，青海路三段200號附近一棵約3公尺路樹遭強風吹倒，砸中一輛停放於路旁的小貨車，所幸現場無人傷亡。",0,0,0,0,0,"已處理","點","災情查報WEB","","否","是",255750.35,2514250.52,"2017-06-21T10:27:00"
186962,"042017060002366","2017-06-21T10:10:52","106年6月EMIC操作演練中央專案","其他災情","人員落水","120.926550274998,24.6691990676324",120.92655,24.669199,"苗栗縣","頭份市  ","苗栗縣頭份市中港溪","大雨導致於頭份市仁愛里中港溪溪水暴漲，5名釣客遭大水沖走，目前仍未有消息。",0,5,0,0,0,"未指派","點","災情查報WEB","","否","否",242566.26,2729140.25,"2017-06-21T11:28:00"
186557,"122017060000319","2017-06-21T10:10:51","106年6月EMIC操作演練中央專案","橋梁災情","橋梁斷裂","120.179412,23.233097",120.179412,23.233097,"臺南市","學甲區  ","臺南市學甲區濟生路","橋梁斷裂",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",166022.8,2570332.25,"2017-06-21T10:57:00"
186558,"042017060002183","2017-06-21T10:10:47","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.20295023918152,23.717468136962662",120.20295,23.717468,"雲林縣","臺西鄉  ","雲林縣臺西鄉[雲林縣臺西鄉五港村9鄰五港路505號]","接獲民眾通報，雲林縣臺西鄉[雲林縣臺西鄉五港村9鄰五港路505號街口一棵約3公尺路樹遭強風吹倒，砸中一輛停放於路旁的小貨車，所幸現場無人傷亡。",0,0,0,0,0,"未指派","點","災情查報WEB","","否","否",168729.03,2623961.49,"2017-06-21T10:57:00"
186006,"042017060002002","2017-06-21T10:10:47","106年6月EMIC操作演練中央專案","路樹災情","路樹傾斜","120.688734,24.333044",120.688734,24.333044,"臺中市","外埔區  ","臺中市外埔區六分路與甲后路交叉口","接獲民眾通報 臺中市外埔區六分路與甲后路交叉口一顆約3公尺路樹遭強風吹倒 砸中一輛停放於路旁的小貨車   所幸現場無人傷亡",0,0,0,0,0,"待處理","點","災情查報WEB","","否","否",218413.23,2691942.95,"2017-06-21T10:27:00"
186559,"042017060002295","2017-06-21T10:10:46","106年6月EMIC操作演練中央專案","橋梁災情","河川水位達警戒水位及封閉橋梁","120.352499858988,23.548993169557",120.3525,23.548993,"嘉義縣","新港鄉  ","嘉義縣新港鄉月眉潭橋","嘉義縣新港鄉月眉潭橋水位因達一級警戒水位，目前已進行封橋作業，暫時禁止人車通行。",0,0,0,0,0,"未指派","點","災情查報WEB","","是","否",183893.78,2605226.11,"2017-06-21T10:57:00"
186007,"042017060002030","2017-06-21T10:10:45","106年6月EMIC操作演練中央專案","積淹水災情","地區積淹水","121.07762932777405,24.822087290025713",121.077629,24.822087,"新竹縣","新埔鎮  ","新竹縣新埔鎮[新竹縣新埔鎮田新里]新竹區監理所","新竹區監理所因豪雨導致排水溝宣洩不及，附近12戶民宅水淹及膝。",0,0,0,0,0,"未指派","點","災情查報WEB","","否","是",257847.15,2746074.1,"2017-06-21T10:27:00"
186008,"042017060002051","2017-06-21T10:10:43","106年6月EMIC操作演練中央專案","其他災情","人員落水","121.14748477935791,24.706135503095076",121.147485,24.706136,"新竹縣","橫山鄉  ","新竹縣橫山鄉[新竹縣橫山鄉新興村]","大雨導致於新竹縣橫山鄉油羅溪溪水暴漲，5名釣客遭大水沖走，目前仍未有消息。",0,5,0,0,0,"未指派","點","災情查報WEB","","否","否",264922.34,2733237.27,"2017-06-21T10:27:00"
187161,"042017060002479","2017-06-21T10:10:42","106年6月EMIC操作演練中央專案","橋梁災情","河川水位達警戒水位及封閉橋梁","121.00756034732,22.8866795775615",121.00756,22.88668,"臺東縣","延平鄉  ","OO市OO區OO橋","OO市OO區OO橋水位因達一級警戒水位，目前已進行封橋作業，暫時禁止人車通行。",0,0,0,0,0,"未指派","點","災情查報WEB","","是","否",250775.67,2531734.94,"2017-06-21T11:58:00"
186560,"042017060002281","2017-06-21T10:10:41","106年6月EMIC操作演練中央專案","積淹水災情","地區積淹水","120.35794973373413,23.11908303351405",120.35795,23.119083,"臺南市","大內區  ","臺南市大內區[臺南市大內區大內里]","臺南市大內區大內里社區因豪雨導致排水溝宣洩不及，附近12戶民宅水淹及膝。",0,0,0,0,0,"已處理","點","災情查報WEB","","否","否",184238.87,2557614.31,"2017-06-21T10:57:00"
186561,"042017060002191","2017-06-21T10:10:40","106年6月EMIC操作演練中央專案","積淹水災情","房屋積淹水","120.295431,22.614599",120.295431,22.614599,"高雄市","苓雅區  ","高雄市苓雅區苓中里四維四路180號","高雄市苓雅區苓中里四維四路180號，1戶民宅遭大水淹沒，現場雖無人傷亡，惟造成2人失蹤。",0,2,0,0,0,"未指派","點","災情查報WEB","","是","否",177568.31,2501778.83,"2017-06-21T10:57:00"
186562,"042017060002140","2017-06-21T10:10:38","106年6月EMIC操作演練中央專案","積淹水災情","地區積淹水","120.671734,24.141911",120.671734,24.141911,"臺中市","西區   ","臺中市西區金山路金山社區","台中市西區金山路金山社區因豪雨導致排水溝宣洩不及.附近12戶民宅水淹及膝.",0,0,0,0,0,"處理中","點","災情查報WEB","","否","否",216638.3,2670778.6,"2017-06-21T10:57:00"
186009,"042017060002066","2017-06-21T10:10:34","106年6月EMIC操作演練中央專案","路樹災情","路樹傾斜","120.309577,22.605016",120.309577,22.605016,"高雄市","前鎮區  ","高雄市前鎮區良和里民權二路6號","民眾通報民權路段人行道上2棵路樹遭風吹倒，壓傷行經民眾。",0,0,2,0,0,"未指派","點","災情查報WEB","","否","否",179017.69,2500710.87,"2017-06-21T10:27:00"
